"Make","Model","Body","Enginee_cc","MPO_kw","Fuel","Transmission","Turbo_supercharged","Hybrid","fe_urban","fe_xtra_urban","fe_combined","co2_urban","co2_xtra_urban","co2_combined","ves_band"
"RENAULT","KADJAR 1.5 DCI EDC","Sports Utility Vehicle",1461,81,"Diesel","Sequential","YES","NO","4","3.9",3.9,"106","102",103,"C2"
"RENAULT","KANGOO MAXI Z.E.","Van",0,44,"Electric","Automatic","YES","NO","0","0",155,"0","0",62,"-"
"RENAULT","KANGOO Z.E.","Van",0,44,"Electric","Automatic","YES","NO","0","0",155,"0","0",62,"-"
"RENAULT","KANGOO ZE","Van",0,44,"Electric","Automatic","YES","NO","0","0",159,"0","0",63,"-"
"RENAULT","KANGOO 1.5 DCI AT","Van",1461,81,"Diesel","Sequential","YES","NO","5.7","5",5.2,"148","129",136,"-"
"RENAULT","KANGOO 1.5 DCI AT","Van",1461,67,"Diesel","Sequential","YES","NO","5.7","5",5.2,"148","129",136,"-"
"RENAULT","KANGOO 1.5 DCI MT","Van",1461,66,"Diesel","Manual","YES","NO","5.2","4.5",4.7,"134","118",123,"-"
"RENAULT","MEGANE GT LINE 1.2","Hatchback",1197,97,"Petrol","Sequential","YES","NO","6.8","4.7",5.4,"152","105",122,"C1"
"RENAULT","MEGANE GT LINE","Hatchback",1461,81,"Diesel","Sequential","YES","NO","4","3.5",3.7,"105","90",95,"C1"
"RENAULT","MEGANE GT 1.6 TCE AT","Hatchback",1618,151,"Petrol","Sequential","YES","NO","7.8","4.9000000000000004",6,"174","109",134,"B"
"RENAULT","MEGANE RS 1.8 AT EU6","Hatchback",1798,205,"Petrol","Sequential","YES","NO","8.5","6.2",7,"192","139",158,"B"
"RENAULT","MEGANE SEDAN 1.2 TCE","Sedan",1197,97,"Petrol","Sequential","YES","NO","6.8","4.7",5.4,"152","105",122,"C1"
"RENAULT","MEGANE SEDAN 1.2 TCE","Sedan",1197,97,"Petrol","Sequential","YES","NO","6.8","4.7",5.4,"152","105",122,"C1"
"RENAULT","MEGANE SEDAN 1.5 DCI","Sedan",1461,81,"Diesel","Sequential","YES","NO","4","3.5",3.7,"105","90",95,"C1"
"RENAULT","SCENIC IV 1.5L DCI","Multi-purpose Vehicle/Station-wagon",1461,81,"Diesel","Sequential","YES","NO","4.2","3.9",4,"109","101",104,"A2"
"RENAULT","SCENIC IV 1.5L DCI","Multi-purpose Vehicle/Station-wagon",1461,81,"Diesel","Sequential","YES","NO","4.2","3.9",4,"109","101",104,"A2"
"RENAULT","TRAFIC 1.6L DCI MT","Van",1598,89,"Diesel","Manual","YES","NO","8","6",6.7,"207","155",174,"-"
"RENAULT","TRAFIC 1.6L DCI MT","Van",1598,89,"Diesel","Manual","YES","NO","7.8","5.8",6.5,"203","151",170,"-"
"RENAULT","ZOE","Hatchback",0,68,"Electric","Automatic","NO","NO","0","0",161,"0","0",64,"A1"
"RENAULT","ZOE Z.E.","Hatchback",0,65,"Electric","Automatic","NO","NO","0","0",146,"0","0",58,"A1"
"ROLLS ROYCE","CULLINAN","Sports Utility Vehicle",6749,420,"Petrol","Automatic","YES","NO","22.5","10.9",15.1,"513","248",345,"C2"
"ROLLS ROYCE","CULLINAN MY19","Sports Utility Vehicle",6749,420,"Petrol","Automatic","YES","NO","22.5","10.9",15.1,"513","248",345,"C2"
"ROLLS ROYCE","DAWN","Coupe/ Convertible",6592,420,"Petrol","Automatic","YES","NO","22.1","10",14.4,"504","229",330,"C2"
"ROLLS ROYCE","DAWN BLACK BADGE","Coupe/ Convertible",6592,442,"Petrol","Automatic","YES","NO","22.9","10",14.7,"523","231",337,"C2"
"ROLLS ROYCE","DAWN MY19","Coupe/ Convertible",6592,420,"Petrol","Automatic","YES","NO","22.1","10",14.4,"504","229",330,"C2"
"ROLLS ROYCE","GHOST EWB A/T ABS","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.4","9.8000000000000007",14.1,"500","230",329,"C2"
"ROLLS ROYCE","GHOST MY17","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.8","9.9",14.3,"499","227",327,"C2"
"ROLLS ROYCE","GHOST MY19","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.8","9.9",14.3,"499","227",327,"C2"
"ROLLS ROYCE","GHOST SERIES II (LED","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.2","9.8000000000000007",14,"496","229",327,"C2"
"ROLLS ROYCE","GHOST SERIES II EWB","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.4","9.8000000000000007",14.1,"500","230",329,"C2"
"ROLLS ROYCE","GHOST SERIES II EWB","Sedan",6592,420,"Petrol","Automatic","YES","NO","22","10",14.4,"502","229",329,"C2"
"ROLLS ROYCE","GHOST SWB MY18","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.8","9.9",14.3,"499","227",327,"C2"
"ROLLS ROYCE","GHOST 6.6 A/T ABS","Sedan",6592,420,"Petrol","Automatic","YES","NO","21.2","9.8000000000000007",14,"496","229",327,"C2"
"ROLLS ROYCE","PHANTOM DROPHEAD","Coupe/ Convertible",6749,338,"Petrol","Automatic","NO","NO","22.8","10.199999999999999",14.8,"534","238",347,"C2"
"ROLLS ROYCE","PHANTOM V12","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","9.9",14.5,"509","228",331,"C2"
"ROLLS ROYCE","PHANTOM V12 EWB","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10",14.5,"510","229",332,"C2"
"ROLLS ROYCE","PHANTOM V12 EWB MY19","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10.6",14.8,"507","242",338,"C2"
"ROLLS ROYCE","PHANTOM V12 EWB MY19","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10.6",14.8,"507","242",338,"C2"
"ROLLS ROYCE","PHANTOM V12 EWB MY19","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10.6",14.8,"507","242",338,"C2"
"ROLLS ROYCE","PHANTOM V12 MY19","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10.6",14.8,"507","242",338,"C2"
"ROLLS ROYCE","PHANTOM V12 MY19","Sedan",6749,420,"Petrol","Automatic","YES","NO","22.3","10.6",14.8,"507","242",338,"C2"
"ROLLS ROYCE","WRAITH","Coupe/ Convertible",6592,465,"Petrol","Automatic","YES","NO","21.8","9.9",14.3,"499","227",327,"C2"
"ROLLS ROYCE","WRAITH (MY16)","Coupe/ Convertible",6592,465,"Petrol","Automatic","YES","NO","21.2","9.8000000000000007",14,"496","229",327,"C2"
"SEAT","ALHAMBRA STYLE","Multi-purpose Vehicle/Station-wagon",1395,110,"Petrol","Sequential","YES","NO","8.4","6.3",7.1,"192","143",161,"C1"
"SEAT","ALHAMBRA STYLE XENON","Multi-purpose Vehicle/Station-wagon",1395,110,"Petrol","Sequential","YES","NO","8.4","6.3",7.1,"192","143",161,"C1"
"SEAT","ALHAMBRA STYLE 150","Multi-purpose Vehicle/Station-wagon",1395,110,"Petrol","Sequential","YES","NO","8.4","6.3",7.1,"192","143",161,"C1"
"SEAT","ALHAMBRA STYLE 150","Multi-purpose Vehicle/Station-wagon",1395,110,"Petrol","Sequential","YES","NO","8.1","5.9",6.7,"189","138",157,"C1"
"SEAT","ALHAMBRA STYLE 220","Multi-purpose Vehicle/Station-wagon",1984,162,"Petrol","Sequential","YES","NO","9.5","6.3",7.5,"216","145",171,"C1"
"SEAT","ALHAMBRA STYLE 220","Multi-purpose Vehicle/Station-wagon",1984,162,"Petrol","Automatic","YES","NO","9.3000000000000007","6.1",7.3,"215","141",168,"C1"
"SEAT","ALHAMBRA 2.0 TDI 150","Multi-purpose Vehicle/Station-wagon",1968,110,"Diesel","Sequential","YES","NO","5.9","4.7",5.2,"156","125",137,"C2"
"SEAT","ALHAMBRA 2.0 TDI 184","Multi-purpose Vehicle/Station-wagon",1968,135,"Diesel","Sequential","YES","NO","6.1","4.8",5.3,"161","127",139,"C2"
"SEAT","ARONA FR 1.0 TSI 116","Sports Utility Vehicle",999,85,"Petrol","Sequential","YES","NO","5.7","4.5",5,"130","103",113,"A2"
"SEAT","ARONA STYLE 1.0 TSI","Sports Utility Vehicle",999,85,"Petrol","Sequential","YES","NO","5.7","4.5",5,"130","103",113,"A2"
"SEAT","ATECA 1.4 TSI 150 FR","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","6.4","4.9000000000000004",5.5,"146","113",125,"B"
"SEAT","ATECA 1.4 TSI 150 FR","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","7.2","5.8",6.3,"165","132",144,"B"
"SEAT","ATECA 1.4 TSI 150 FR","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","7.2","5.8",6.3,"165","132",144,"B"
"SEAT","ATECA 1.4 TSI 150 FR","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","6.4","4.9000000000000004",5.5,"146","113",125,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","7.2","5.8",6.3,"165","132",144,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","6.4","4.9000000000000004",5.5,"146","113",125,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","6.4","4.9000000000000004",5.5,"146","113",125,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","7.2","5.8",6.3,"165","132",144,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","7.2","5.8",6.3,"165","132",144,"B"
"SEAT","ATECA 1.4 TSI 150","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","6.4","4.9000000000000004",5.5,"146","113",125,"B"
"SEAT","IBIZA 5DR 1.0 ECOTSI","Hatchback",999,81,"Petrol","Sequential","YES","NO","5.4","4",4.5,"125","92",104,"C1"
"SEAT","IBIZA 5DR 1.0 ECOTSI","Hatchback",999,81,"Petrol","Sequential","YES","NO","5.4","4",4.5,"125","92",104,"C1"
"SEAT","IBIZA 5DR 1.0 ECOTSI","Hatchback",999,81,"Petrol","Sequential","YES","NO","5.4","4",4.5,"125","92",104,"C1"
"SEAT","IBIZA 5DR 1.0 ECOTSI","Hatchback",999,81,"Petrol","Sequential","YES","NO","5.4","4",4.5,"125","92",104,"C1"
"SEAT","IBIZA 5DR 1.0 ECOTSI","Hatchback",999,81,"Petrol","Sequential","YES","NO","5.4","4",4.5,"125","92",104,"C1"
"SEAT","IBIZA 5DR 1.0 TSI","Hatchback",999,85,"Petrol","Sequential","YES","NO","5.6","4.2",4.7,"128","96",108,"B"
"SEAT","LEON SC 1.0 TSI 116","Hatchback",999,85,"Petrol","Sequential","YES","NO","5.3","3.9",4.4,"122","92",103,"C1"
"SEAT","LEON SC 1.2 TSI 110","Coupe/ Convertible",1197,81,"Petrol","Sequential","YES","NO","5.9","4.3",4.9,"137","99",112,"C2"
"SEAT","LEON ST FR 2.0 TDI","Multi-purpose Vehicle/Station-wagon",1968,110,"Diesel","Manual","YES","NO","5.3","3.9",4.4,"133","100",112,"C2"
"SEAT","LEON ST 1.0 TSI 116","Multi-purpose Vehicle/Station-wagon",999,85,"Petrol","Sequential","YES","NO","5.3","3.9",4.4,"122","92",103,"C1"
"SEAT","LEON ST 1.0 TSI 116","Multi-purpose Vehicle/Station-wagon",999,85,"Petrol","Sequential","YES","NO","5.3","3.9",4.4,"122","92",103,"C1"
"SEAT","LEON ST 1.6 TDI 110","Multi-purpose Vehicle/Station-wagon",1598,81,"Diesel","Manual","YES","NO","4.7","3.8",4.1,"120","96",105,"C2"
"SEAT","LEON 5DR CUPRA 2.0","Hatchback",1984,213,"Petrol","Sequential","YES","NO","8.5","5.5",6.6,"198","129",154,"C1"
"SEAT","LEON 5DR FR 2.0 TDI","Hatchback",1968,110,"Diesel","Manual","YES","NO","5.4","4",4.5,"136","103",115,"C2"
"SEAT","LEON 5DR 1.0 TSI 116","Hatchback",999,85,"Petrol","Sequential","YES","NO","5.3","3.9",4.4,"122","92",103,"C1"
"SEAT","LEON 5DR 1.0 TSI 116","Hatchback",999,85,"Petrol","Sequential","YES","NO","5.3","3.9",4.4,"122","92",103,"C1"
"SEAT","LEON 5DR 1.2 TSI 110","Hatchback",1197,81,"Petrol","Sequential","YES","NO","5.9","4.3",4.9,"137","99",112,"C2"
"SEAT","LEON 5DR 1.2 TSI 110","Hatchback",1197,81,"Petrol","Manual","YES","NO","6.1","4.2",4.9,"142","99",114,"B"
"SEAT","LEON 5DR 1.2 TSI 110","Hatchback",1197,81,"Petrol","Sequential","YES","NO","5.9","4.3",4.9,"137","99",112,"C2"
"SEAT","LEON 5DR 1.4 TSI 150","Hatchback",1395,110,"Petrol","Sequential","YES","NO","5.8","4.4000000000000004",4.9,"136","103",115,"B"
"SEAT","TARRACO STYLE 1.4","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","9.5","6.2",7.4,"214","141",168,"C1"
"SEAT","TARRACO XCELL","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","9.5","6.2",7.4,"214","141",168,"C1"
"SEAT","TARRACO XCELL 1.4","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","9.5","6.2",7.4,"214","141",168,"C1"
"SEAT","TOLEDO 1.2 TSI 90","Sedan",1197,66,"Petrol","Manual","YES","NO","6.3","3.9",4.8,"149","94",114,"B"
"SEAT","TOLEDO 1.4 TDI 90","Sedan",1422,66,"Diesel","Sequential","YES","NO","4.4000000000000004","3.7",3.9,"115","97",103,"C2"
"SEAT","TOLEDO 1.4 TDI 90","Sedan",1422,66,"Diesel","Sequential","YES","NO","4.4000000000000004","3.7",3.9,"115","97",103,"C2"
"SEAT","TOLEDO 1.4 TSI 125","Sedan",1395,92,"Petrol","Sequential","YES","NO","7.1","4.4000000000000004",5.4,"165","103",125,"A2"
"SKODA","KAROQ 1.5 TSI AMB","Sports Utility Vehicle",1498,110,"Petrol","Sequential","YES","NO","7","5.2",5.8,"158","119",133,"B"
"SKODA","KAROQ 1.5 TSI","Sports Utility Vehicle",1498,110,"Petrol","Sequential","YES","NO","7","5.2",5.8,"158","119",133,"B"
"SKODA","KAROQ 1.5 TSI STYLE","Sports Utility Vehicle",1498,110,"Petrol","Sequential","YES","NO","7","5.2",5.8,"158","119",133,"B"
"SKODA","KODIAQ 1.4 SPORTLINE","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","9.1999999999999993","5.9",7.1,"211","137",165,"C1"
"SKODA","KODIAQ 1.4 TSI","Sports Utility Vehicle",1395,110,"Petrol","Sequential","YES","NO","9.1999999999999993","5.9",7.1,"211","137",165,"C1"
"SKODA","KODIAQ 2.0 TSI L&K","Sports Utility Vehicle",1984,132,"Petrol","Sequential","YES","NO","9.1999999999999993","6.5",7.5,"210","150",173,"C1"
"SKODA","KODIAQ 2.0 TSI 4X4","Sports Utility Vehicle",1984,132,"Petrol","Sequential","YES","NO","9.1","6.4",7.4,"208","148",171,"C1"
"SKODA","OCTAVIA RS 2.0 TSI","Sedan",1984,180,"Petrol","Sequential","YES","NO","8.4","5.4",6.5,"191","125",149,"B"
"SKODA","OCTAVIA RS 2.0 TSI","Sedan",1984,180,"Petrol","Sequential","YES","NO","8.4","5.4",6.5,"191","125",149,"B"
"SKODA","OCTAVIA 1.0 TSI (A)","Sedan",999,85,"Petrol","Sequential","YES","NO","5.9","4.5",5,"133","105",115,"C1"
"SKODA","OCTAVIA 1.0 TSI","Sedan",999,85,"Petrol","Sequential","YES","NO","5.9","4.5",5,"133","105",115,"C1"
"SKODA","OCTAVIA 1.0 TSI","Sedan",999,85,"Petrol","Sequential","YES","NO","5.9","4.5",5,"133","105",115,"C1"
"SKODA","OCTAVIA 1.4 AMBITION","Sedan",1395,110,"Petrol","Sequential","YES","NO","6.3","4.5999999999999996",5.2,"148","107",122,"B"
"SKODA","OCTAVIA 1.4 AMBITION","Sedan",1395,110,"Petrol","Sequential","YES","NO","6.3","4.5999999999999996",5.2,"148","107",122,"B"
"SKODA","RAPID SB AMBITION","Hatchback",1395,92,"Petrol","Sequential","YES","NO","6.3","4.3",5,"147","101",118,"B"
"SKODA","RAPID SB 1.0 TSI","Hatchback",999,70,"Petrol","Sequential","YES","NO","5.6","4.2",4.7,"131","98",110,"C1"
"SKODA","RAPID SB 1.0 TSI","Hatchback",999,70,"Petrol","Sequential","YES","NO","5.6","4.2",4.7,"131","98",110,"C1"
"SKODA","RAPID SPACEBACK 1.0","Hatchback",999,70,"Petrol","Sequential","YES","NO","5.6","4.2",4.7,"131","98",110,"C1"
"SKODA","SUPERB AMBITION PLUS","Sedan",1984,162,"Petrol","Sequential","YES","NO","8.1999999999999993","5.6",6.6,"186","129",150,"C1"
"SKODA","SUPERB AMBITION 2.0","Sedan",1984,162,"Petrol","Sequential","YES","NO","8.1999999999999993","5.6",6.6,"186","129",150,"C1"
"SKODA","SUPERB L&K 2.0 TSI","Sedan",1984,162,"Petrol","Sequential","YES","NO","8.1999999999999993","5.6",6.6,"186","129",150,"C1"
"SKODA","SUPERB 1.8 TSI (A)","Sedan",1798,132,"Petrol","Sequential","YES","NO","7.5","5.3",6.1,"170","122",140,"B"
"SKODA","SUPERB 1.8 TSI (A)","Sedan",1798,132,"Petrol","Sequential","YES","NO","7.5","5.3",6.1,"170","122",140,"B"
"SUBARU","BRZ 2.0 RWD 6AT","Coupe/ Convertible",1998,147,"Petrol","Automatic","NO","NO","9.6","5.7",7.1,"223","131",164,"C1"
"SUBARU","BRZ 2.0 RWD 6MT","Coupe/ Convertible",1998,147,"Petrol","Manual","NO","NO","10.4","6.3",7.8,"240","146",180,"C1"
"SUBARU","FORESTER 2.0I-L AWD","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","9.4","6.3",7.4,"213","143",168,"C1"
"SUBARU","FORESTER 2.0I-L CVT","Sports Utility Vehicle",1995,110,"Petrol","Continuous","NO","NO","8.1","5.5",6.5,"188","129",150,"B"
"SUBARU","FORESTER 2.0I-L","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","9.4","6.3",7.4,"213","143",168,"C1"
"SUBARU","FORESTER 2.0I-S","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","9.4","6.3",7.4,"213","143",168,"C1"
"SUBARU","FORESTER 2.0I-S","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","9.4","6.3",7.4,"213","143",168,"C1"
"SUBARU","FORESTER 2.0XT CVT","Sports Utility Vehicle",1998,177,"Petrol","Continuous","YES","NO","11.2","7",8.5,"260","161",197,"C2"
"SUBARU","IMPREZA 4D 1.6I-S","Sedan",1600,84,"Petrol","Continuous","NO","NO","8","5.5",6.4,"180","125",145,"C2"
"SUBARU","IMPREZA 4D 2.0I-S","Sedan",1995,115,"Petrol","Continuous","NO","NO","8.4","5.6",6.6,"192","129",152,"B"
"SUBARU","IMPREZA 4D 2.0I-S","Sedan",1995,115,"Petrol","Continuous","NO","NO","8.4","5.6",6.6,"192","129",152,"B"
"SUBARU","IMPREZA 5D 1.6I-S","Hatchback",1600,84,"Petrol","Continuous","NO","NO","8","5.5",6.4,"180","125",145,"C2"
"SUBARU","IMPREZA 5D 2.0 I-S","Hatchback",1995,115,"Petrol","Continuous","NO","NO","8.4","5.6",6.6,"192","129",152,"B"
"SUBARU","IMPREZA 5D 2.0 I-S","Hatchback",1995,115,"Petrol","Continuous","NO","NO","8.4","5.6",6.6,"192","129",152,"B"
"SUBARU","LEGACY 2.5I-S CVT","Sedan",2498,129,"Petrol","Continuous","NO","NO","9.1","6.2",7.3,"207","142",166,"C2"
"SUBARU","LEGACY 2.5I-S","Sedan",2498,129,"Petrol","Continuous","NO","NO","9.1","6.2",7.3,"207","142",166,"C1"
"SUBARU","LEVORG 1.6GT-S AWD","Multi-purpose Vehicle/Station-wagon",1600,125,"Petrol","Continuous","YES","NO","8.8000000000000007","6.5",7.4,"203","150",169,"C1"
"SUBARU","LEVORG 1.6GT-S","Multi-purpose Vehicle/Station-wagon",1600,125,"Petrol","Continuous","YES","NO","8.8000000000000007","6.5",7.4,"203","150",169,"C1"
"SUBARU","OUTBACK 2.5I-S CVT","Multi-purpose Vehicle/Station-wagon",2498,129,"Petrol","Continuous","NO","NO","9.1","6.2",7.3,"207","142",166,"C2"
"SUBARU","OUTBACK 2.5I-S","Multi-purpose Vehicle/Station-wagon",2498,129,"Petrol","Continuous","NO","NO","9.1","6.2",7.3,"207","142",166,"C1"
"SUBARU","SUBARU XV 1.6I-S AWD","Sports Utility Vehicle",1600,84,"Petrol","Continuous","NO","NO","7.9","5.5",6.3,"183","126",146,"C2"
"SUBARU","WRX STI 4D 2.5 AWD","Sedan",2457,221,"Petrol","Manual","YES","NO","15.4","8.6999999999999993",11.2,"361","200",259,"C2"
"SUBARU","WRX STI 4D 2.5 AWD","Sedan",2457,221,"Petrol","Manual","YES","NO","15.4","8.6999999999999993",11.2,"361","200",259,"C2"
"SUBARU","WRX 4D 2.0 AWD CVT","Sedan",1998,197,"Petrol","Continuous","YES","NO","11.8","6.8",8.6,"269","159",199,"C2"
"SUBARU","WRX 4D 2.0 AWD 6MT","Sedan",1998,197,"Petrol","Manual","YES","NO","12.7","7.2",9.2,"293","167",213,"C2"
"SUBARU","WRX 4D 2.0 AWD 6MT","Sedan",1998,197,"Petrol","Manual","YES","NO","12.7","7.2",9.2,"293","167",213,"C2"
"SUBARU","XV 1.6I-S AWD CVT","Sports Utility Vehicle",1600,84,"Petrol","Continuous","NO","NO","8.1999999999999993","5.7",6.6,"183","130",149,"C2"
"SUBARU","XV 1.6I-S EYESIGHT","Sports Utility Vehicle",1600,84,"Petrol","Continuous","NO","NO","8.1999999999999993","5.7",6.6,"183","130",149,"C2"
"SUBARU","XV 2.0I-S AWD CVT","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","8.8000000000000007","6",7,"200","136",159,"B"
"SUBARU","XV 2.0I-S EYESIGHT","Sports Utility Vehicle",1995,115,"Petrol","Continuous","NO","NO","8.8000000000000007","6",7,"200","136",159,"B"
"SUZUKI","JIMNY 1.5 GLX AT","Hatchback",1462,75,"Petrol","Automatic","NO","NO","7.8","6.1",6.7,"181","142",156,"B"
"SUZUKI","S-CROSS 1.0T GL+ AT","Hatchback",998,82,"Petrol","Automatic","YES","NO","6.7","5.2",5.7,"153","118",131,"C1"
"SUZUKI","SWIFT 1.0T GLX AT","Hatchback",998,82,"Petrol","Automatic","YES","NO","7.1","4.8",5.7,"165","112",132,"B"
"SUZUKI","VITARA 1.4T GLX AT","Hatchback",1373,103,"Petrol","Automatic","YES","NO","7.1","5.0999999999999996",5.9,"160","117",133,"B"
"SUZUKI","VITARA 1.6 GLX 6AT","Hatchback",1586,88,"Petrol","Automatic","NO","NO","6.6","4.9000000000000004",5.5,"152","113",127,"C1"
"SUZUKI","VITARA 1.6 GLX 6AT","Hatchback",1586,88,"Petrol","Automatic","NO","NO","6.7","5.0999999999999996",5.7,"155","118",131,"C2"
"SSANGYONG","ACTYON SPORTS 2.2D","Goods cum",2157,130.9,"Diesel","Automatic","YES","NO","9.6999999999999993","6.3",7.6,"256","166",199,"-"
"SSANGYONG","ACTYON SPORTS 2.2D","Goods cum",2157,130.9,"Diesel","Automatic","YES","NO","9.9","6.5",7.7,"259","169",202,"-"
"SSANGYONG","ACTYON SPORTS 2.2D","Goods cum",2157,130.9,"Diesel","Manual","YES","NO","8.6999999999999993","5.9",6.9,"228","155",182,"-"
"SSANGYONG","ACTYON SPORTS 2.2D","Goods cum",2157,130.9,"Diesel","Manual","YES","NO","8.8000000000000007","6.1",7.1,"232","160",186,"-"
"SSANGYONG","MUSSO GRAND 2.2D 6AT","Goods cum",2157,133.1,"Diesel","Automatic","YES","NO","10.8","7.5",8.7,"283","197",229,"-"
"SSANGYONG","MUSSO GRAND 2.2D 6AT","Goods cum",2157,133.1,"Diesel","Automatic","YES","NO","11.1","7.7",9,"291","204",236,"-"
"SSANGYONG","MUSSO GRAND 2.2D 6MT","Goods cum",2157,133.1,"Diesel","Manual","YES","NO","10","6.9",8.1,"262","183",212,"-"
"SSANGYONG","MUSSO GRAND 2.2D 6MT","Goods cum",2157,133.1,"Diesel","Manual","YES","NO","10.1","7.3",8.3,"264","192",218,"-"
"SSANGYONG","MUSSO SPORTS 2.2D","Goods cum",2157,133.1,"Diesel","Automatic","YES","NO","10.5","7",8.3,"277","184",218,"-"
"SSANGYONG","MUSSO SPORTS 2.2D","Goods cum",2157,133.1,"Diesel","Automatic","YES","NO","10.9","7.2",8.6,"287","191",226,"-"
"SSANGYONG","MUSSO SPORTS 2.2D","Goods cum",2157,133.1,"Diesel","Manual","YES","NO","9.4","6.5",7.6,"247","171",199,"-"
"SSANGYONG","MUSSO 2.2D 6MT 4WD","Goods cum",2157,133.1,"Diesel","Manual","YES","NO","9.6999999999999993","6.9",7.9,"258","183",211,"-"
"SSANGYONG","REXTON 2.0G 6AT 2WD","Sports Utility Vehicle",1998,165,"Petrol","Automatic","YES","NO","13.9","8.4",10.4,"323","195",242,"C2"
"SSANGYONG","REXTON 2.0G 6AT 5","Sports Utility Vehicle",1998,165,"Petrol","Automatic","YES","NO","13.9","8.4",10.4,"323","195",242,"C2"
"SSANGYONG","REXTON 2.2D 7AT 4WD","Sports Utility Vehicle",2157,133.1,"Diesel","Automatic","YES","NO","10.199999999999999","6.9",8.1,"269","181",213,"C2"
"SSANGYONG","STAVIC 2.2D 7AT ABS","Multi-purpose Vehicle/Station-wagon",2157,130.9,"Diesel","Automatic","YES","NO","9.6999999999999993","6.2",7.5,"254","164",196,"C2"
"SSANGYONG","STAVIC 2.2D 7AT ABS","Multi-purpose Vehicle/Station-wagon",2157,130.9,"Diesel","Automatic","YES","NO","9.9","6.5",7.8,"260","170",203,"C2"
"SSANGYONG","TIVOLI XLV 1.6D 6AT","Sports Utility Vehicle",1597,84.6,"Diesel","Automatic","YES","NO","7.5","4.9000000000000004",5.9,"198","129",154,"C2"
"SSANGYONG","TIVOLI XLV 1.6D 6MT","Sports Utility Vehicle",1597,84.6,"Diesel","Manual","YES","NO","5.0999999999999996","4.2",4.5,"133","109",117,"C2"
"SSANGYONG","TIVOLI XLV 1.6G 6AT","Sports Utility Vehicle",1597,94.1,"Petrol","Automatic","NO","NO","10.3","6",7.6,"239","140",176,"C2"
"SSANGYONG","TIVOLI XLV 1.6G 6MT","Sports Utility Vehicle",1597,94.1,"Petrol","Manual","NO","NO","9","5.5",6.8,"210","128",159,"C2"
"SSANGYONG","TIVOLI 1.5G 6AT 2WD","Sports Utility Vehicle",1497,120,"Petrol","Automatic","YES","NO","8.3000000000000007","6",6.8,"189","137",156,"B"
"SSANGYONG","TIVOLI 1.6D 6AT ABS","Sports Utility Vehicle",1597,84.6,"Diesel","Automatic","YES","NO","7.4","4.5",5.5,"194","118",146,"C2"
"SSANGYONG","TIVOLI 1.6D 6AT 2WD","Sports Utility Vehicle",1597,84.6,"Diesel","Automatic","YES","NO","7.5","4.9000000000000004",5.9,"198","129",154,"B"
"SSANGYONG","TIVOLI 1.6D 6MT ISG","Sports Utility Vehicle",1597,84.6,"Diesel","Manual","YES","NO","4.8","3.8",4.2,"125","100",109,"C2"
"SSANGYONG","TIVOLI 1.6G 6AT ABS","Sports Utility Vehicle",1597,94.1,"Petrol","Automatic","NO","NO","9.8000000000000007","5.7",7.2,"227","133",167,"C2"
